Name,Type,Category,PP,Power,Accuracy,Battle Effect,In-Depth Effect,Secondary Effect,Detailed Effect,Effect Rate,Is Self Z-Move?,Corresponding Z-Move,Z-Move Item,Z-Move Power,Is Z-Move?,Z-Move Required Pokemon,Z-Move Required Moves,Moves that turn into this,Base Critical Hit Rate,Priority,Target,Pokemon Hit,Physical Contact?,Sound Type?,Punch Move?,Snatchable?,Z-Move?,Defrosts When Used?,Hits opposite side in triples?,Reflected?,Blocked?,Copyable?,Status Effects,Stats Altered,Z-Stats Altered,Ignores
Dragon Pulse,Dragon,Special,10,85,100,The target is attacked with a shock wave generated by the user's gaping mouth.,,No effect.,,,FALSE,Devastating Drake,,160,FALSE,,,,6.25,0,All but self,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,,,
Dragon Rage,Dragon,Special,10,1,100,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.,,Inflicts 40 HP damage.,,,FALSE,Devastating Drake,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Dragon Rush,Dragon,Physical,10,100,75,The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch.,,May cause opponent to flinch.,,20,FALSE,Devastating Drake,,180,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Dragon Tail,Dragon,Physical,10,60,90,"The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,Forces opponent to switch Pokémon.,,,FALSE,Devastating Drake,,120,FALSE,,,,6.25,-6,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Drain Punch,Fighting,Physical,10,75,100,An energy-draining punch. The user's HP is restored by half the damage taken by the target.,,User recovers half the damage inflicted.,,,FALSE,All-Out Pummeling,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Draining Kiss,Fairy,Special,10,50,100,The user steals the target's HP with a kiss. The user's HP is restored by over half of the damage taken by the target.,,User recovers 75% the damage inflicted.,,,FALSE,Twinkle Tackle,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Dream Eater,Psychic,Special,15,100,100,The user eats the dreams of a sleeping target. It absorbs half the damage caused to heal its own HP.,,User recovers half the damage inflicted on a sleeping opponent.,,,FALSE,Shattered Psyche,,180,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Drill Peck,Flying,Physical,20,80,100,A corkscrewing attack with a sharp beak acting as a drill.,,No effect.,,,FALSE,Supersonic Skystrike,,160,FALSE,,,,6.25,0,All but self,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,,,
Drill Run,Ground,Physical,10,80,95,The user crashes into its target while rotating its body like a drill. Critical hits land more easily.,,Has an increased Critical Hit ratio,,,FALSE,Tectonic Rage,,160,FALSE,,,,12.5,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Dual Chop,Dragon,Physical,15,40,90,The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.,,Attacks twice in a row.,,,FALSE,Devastating Drake,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Dynamic Punch,Fighting,Physical,5,100,50,"The user punches the target with full, concentrated power. This confuses the target if it hits.",,May induce Confusion,,100,FALSE,All-Out Pummeling,,180,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Earth Power,Ground,Special,10,90,100,The user makes the ground under the target erupt with power. This may also lower the target's Sp. Def stat.,,May lower opponent's Special Defense one stage.,,10,FALSE,Tectonic Rage,,175,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Earthquake,Ground,Physical,10,100,100,The user sets off an earthquake that strikes every Pokémon around it.,,Hits everyone on the field.,,,FALSE,Tectonic Rage,,180,FALSE,,,,6.25,0,All Adjacent,All Adjacent Pokémon,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Echoed Voice,Normal,Special,15,40,100,"The user attacks the target with an echoing voice. If this move is used every turn, its power is increased.","This move increases in power when used by y Pokémon on your side in the last turn. The increase is by 100%. If two Pokémon use it in Double or Triple Battles or it's used repeatedly, the second power is 80 and if a third Pokémon uses it, its Base Power is 160. If it's used a fourth time within the same two turns, it is capped at 200.",Increases power if used consecutively,,,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Eerie Impulse,Electric,Other,15,0,100,The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.,,Lowers opponent's Special Attack two stages.,Boosts Special Defense by 1 stage,,TRUE,,Electrium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Egg Bomb,Normal,Physical,10,100,75,A large egg is hurled at the target with maximum force to inflict damage.,,No effect.,,,FALSE,Breakneck Blitz,,180,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Electric Terrain,Electric,Other,10,0,0,"The user electrifies the ground for five turns, powering up Electric-type moves. Pokémon on the ground no longer fall asleep.",This move creates a terrain that helps Pokémon on the ground for 5 turns. It prevents the Pokémon from sleep and boosts the power of Electric-type moves on grounded Pokémon by 50%,Activates Electric Terrain for 5 turns,Boosts Speed by 1 stage,,TRUE,,Electrium Z,,FALSE,,,,,0,All,Field,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Electrify,Electric,Other,20,0,0,"If the target is electrified before it uses a move during that turn, the target's move becomes Electric type.",,Causes target's moves to become Electric-type for this turn,Boosts Special Attack by 1 stage,,TRUE,,Electrium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Electro Ball,Electric,Special,10,1,100,"The user hurls an electric orb at the target. The faster the user is than the target, the greater the move's power.",Electro Ball is unique in that its power is determined based upon both the user's speed and the speed of the target. More damage is inflicted if the opponent is slower than the user. This isn't done via a specific calculation but has set amounts based upon the speed values. Speed Base Power Target Speed > 50% of User 60 Target Speed > 33% of User 80 Target Speed > 25% of User 120 Target Speed < 25% of User 150,Increases damage based on the Speed of the user and opponent,,,FALSE,Gigavolt Havoc,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Electroweb,Electric,Special,15,55,95,The user attacks and captures opposing Pokémon using an electric net. This lowers their Speed stat.,,Lowers opponent's Speed one stage.,,100,FALSE,Gigavolt Havoc,,100,FALSE,,,,6.25,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Embargo,Dark,Other,15,0,100,This move prevents the target from using its held item for five turns. Its Trainer is also prevented from using items on it.,,Prevents the target from using effects of its hold item for 5 turns,Boosts Special Attack by 1 stage,,TRUE,,Darkinium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Ember,Fire,Special,25,40,100,The target is attacked with small flames. This may also leave the target with a burn.,,May induce burn.,,10,FALSE,Inferno Overdrive,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Encore,Normal,Other,5,0,100,The user compels the target to keep using the move it encored for three turns.,"This move causes the target to use their last used move for their next three turns. It will fail if the target's move failed, it hasn't used a move since being sent out, or if the last move they used has 0PP. It will also fail if the target used Encore, Mimic, Mirror Move, Sketch, Struggle or Transform in their last turn.",Opponent repeats the last move for 3 turns.,Boosts Speed by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Endeavor,Normal,Physical,5,1,100,This attack move cuts down the target's HP to equal the user's HP.,,Reduces the target's Hit Points to match the current Hit Points of the user.,,,FALSE,Breakneck Blitz,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Endure,Normal,Other,10,0,0,The user endures any attack with at least 1 HP. Its chance of failing rises if it is used in succession.,"If used in succession with other protection moves, it has a 50% reduction in its success rate. Endure runs differently to the other moves. It doesn't prevent damage from attacks, but rather it prevents the Pokémon from fainting. When Endure is used and is successful, it will prevent the user from being knocked out by leaving the user with 1 Hit Point. This lasts the entire turn so it can receive multiple hits which end up doing no damage. This can be used with multiple strategies and moves including Reversal so that you can get your Hit Points down safely and then do massive damage Several items and abilities work in a similar manner to Endure; Sturdy leaves the user with 1 Hit Point if the user was to be knocked out when having full Hit Points. In a similar manner, the item Focus Sash works in an identical way. However, the other item; Focus Band will work regardless of Hit Points as it has a 10% chance of allowing the user to hold on from a move which would knock it out. Like the previous item, it'll leave it at 1 Hit Point.",Survives any Attack for one turn leaving at least 1 HP but may fail with successive uses.,Resets all lowered stat modifications,,TRUE,,Normalium Z,,FALSE,,,,,4,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Energy Ball,Grass,Special,10,90,100,The user draws power from nature and fires it at the target. This may also lower the target's Sp. Def stat.,,May lower opponent's Special Defense one stage.,,10,FALSE,Bloom Doom,,175,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Entrainment,Normal,Other,15,0,100,"The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's.","This move changes the opponent's abiliy to that of the user of this move. Doesn't work against Pokémon with the Truant, Zen Mode or Multitype abilities.",Causes target's ability to match the user,Boosts Special Defense by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Eruption,Fire,Special,5,150,100,"The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power.","Power wise, this attack has a Base Power of 150 but that completely changes all depending on the HP. This is calculated in the manner below: Base Power = (Current HP * 150) / Max HP This gives it a maximum power of 150 and a Minimum of 1.",Inflicts more damage when the user's HP is high.,,,FALSE,Inferno Overdrive,,200,FALSE,,,,6.25,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Explosion,Normal,Physical,5,250,100,The user attacks everything around it by causing a tremendous explosion. The user faints upon using this move.,,User faints,,,FALSE,Breakneck Blitz,,200,FALSE,,,,6.25,0,All Adjacent,All Adjacent Pokémon,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Extrasensory,Psychic,Special,20,80,100,"The user attacks with an odd, unseeable power. This may also make the target flinch.",,May cause opponent to flinch.,,10,FALSE,Shattered Psyche,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Extreme Evoboost,Normal,Other,1,0,0,"After obtaining Z-Power, the user, Eevee, gets energy from its evolved friends and boosts its stats sharply.",,Raises all user's stats by 2 stages,,100,FALSE,,Normalium Z,,TRUE,Eevee,Last Resort,,,0,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Extreme Speed,Normal,Physical,5,80,100,The user charges the target at blinding speed. This move always goes first.,,Has increased Speed Priority,,,FALSE,Breakneck Blitz,,160,FALSE,,,,6.25,2,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Facade,Normal,Physical,20,70,100,"This attack move doubles its power if the user is poisoned, burned, or paralyzed.",,Move's power is doubled if afflicted with a Status Condition,,,FALSE,Breakneck Blitz,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fairy Lock,Fairy,Other,10,0,0,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn.",,Prevents opponent from fleeing this turn,Boosts Defense by 1 stage,,TRUE,,Fairium Z,,FALSE,,,,,0,All,Field,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
Fairy Wind,Fairy,Special,30,40,100,The user stirs up a fairy wind and strikes the target with it.,,No effect.,,,FALSE,Twinkle Tackle,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fake Out,Normal,Physical,10,40,100,This attack hits first and makes the target flinch. It only works the first turn the user is in battle.,,Causes opponent to flinch.,,100,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,3,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fake Tears,Dark,Other,20,0,100,"The user feigns crying to fluster the target, harshly lowering its Sp. Def stat.",,Lowers opponent's Special Defense two stages.,Boosts Special Attack by 1 stage,,TRUE,,Darkinium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
False Swipe,Normal,Physical,40,40,100,A restrained attack that prevents the target from fainting. The target is left with at least 1 HP.,,Leaves the foe with at least 1 HP.,,,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Feather Dance,Flying,Other,15,0,100,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,,Lowers opponent's Attack two stages.,Boosts Defense by 1 stage,,TRUE,,Flyinium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Feint,Normal,Physical,10,30,100,This attack hits a target using a move such as Protect or Detect. This also lifts the effects of those moves.,,Ignores & removes Protect & Detect,,,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,2,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
Feint Attack,Dark,Physical,20,60,0,"The user approaches the target disarmingly, then throws a sucker punch. This attack never misses.",,Cannot miss.,,,FALSE,Black Hole Eclipse,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fell Stinger,Bug,Physical,25,50,100,"When the user knocks out a target with this move, the user's Attack stat rises drastically.",,Raises user's Attack three stages if it knocks the target out.,,,FALSE,Savage Spin-Out,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fiery Dance,Fire,Special,10,80,100,"Cloaked in flames, the user dances and flaps its wings. This may also raise the user's Sp. Atk stat.",,May raise user's Special Attack one stage,,50,FALSE,Inferno Overdrive,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Final Gambit,Fighting,Special,5,1,100,The user risks everything to attack its target. The user faints but does damage equal to its HP.,,User faints. Does damage to the opponent equal to the amount of lost HP on the user.,,,FALSE,All-Out Pummeling,,180,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,
Fire Blast,Fire,Special,5,110,85,The target is attacked with an intense blast of all-consuming fire. This may also leave the target with a burn.,,May induce burn.,,10,FALSE,Inferno Overdrive,,185,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fire Fang,Fire,Physical,15,65,95,The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.,,May BURN opponent or cause opponent to flinch.,,20,FALSE,Inferno Overdrive,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fire Lash,Fire,Physical,15,80,100,The user strikes the target with a burning lash. This also lowers the target's Defense stat.,,Lowers opponent's Defense one stage.,,100,FALSE,Inferno Overdrive,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fire Pledge,Fire,Special,10,80,100,"A column of fire hits the target. When used with its grass equivalent, its power increases and a vast sea of fire appears.","This move, if used in Double/Triple Battles with Water Pledge, will create a rainbow which doubles the changes of moves having Seconday Effects for four turns. The power is increased to 150 This move, if used in Double/Triple Battles with Grass Pledge, will damage the opponents by 1/8th of their total Hit Points for four turns. If the opponents are of the Fire-Type, they don't receive damage. The power is increased to 150","If combined with Grass Oath, damages opponents by 1/8th maximum HP each turn for four turns.",,,FALSE,Inferno Overdrive,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fire Punch,Fire,Physical,15,75,100,The target is punched with a fiery fist. This may also leave the target with a burn.,,May induce burn.,,10,FALSE,Inferno Overdrive,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fire Spin,Fire,Special,15,35,85,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.,,Traps opponent.,,100,FALSE,Inferno Overdrive,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
First Impression,Bug,Physical,10,90,100,"Although this move has great power, it only works the first turn the user is in battle.",,Only works on first turn user is in battle,,,FALSE,Savage Spin-Out,,175,FALSE,,,,6.25,2,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Fissure,Ground,Physical,5,1,30,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.,,May cause one-hit KO.,,,FALSE,Tectonic Rage,,180,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Flail,Normal,Physical,15,1,100,"The user flails about aimlessly to attack. The less HP the user has, the greater the move's power.",,Inflicts more damage when the user's HP is down.,,,FALSE,Breakneck Blitz,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Flame Burst,Fire,Special,15,70,100,The user attacks the target with a bursting flame. The bursting flame damages Pokémon next to the target as well.,This move does damage to the Pokémon to the side of the target equal to 1/16th of their maximum Hit Points,Damages Pokémon to the side of the target equal to 1/16th of their max Hit Points,,,FALSE,Inferno Overdrive,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Flame Charge,Fire,Physical,20,50,100,"Cloaking itself in flame, the user attacks. Then, building up more power, the user raises its Speed stat.",,Raises user's Speed one stage.,,100,FALSE,Inferno Overdrive,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Flame Wheel,Fire,Physical,25,60,100,The user cloaks itself in fire and charges at the target. This may also leave the target with a burn.,,May induce burn.,,10,FALSE,Inferno Overdrive,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,
Flamethrower,Fire,Special,15,90,100,The target is scorched with an intense blast of fire. This may also leave the target with a burn.,,May induce burn.,,10,FALSE,Inferno Overdrive,,175,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Flare Blitz,Fire,Physical,15,120,100,The user cloaks itself in fire and charges the target. This also damages the user quite a lot. This attack may leave the target with a burn.,,User receives 1/3rd of damage in re-coil. May BURN opponent.,,10,FALSE,Inferno Overdrive,,190,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,
Flash,Normal,Other,20,0,100,The user flashes a bright light that cuts the target's accuracy.,,Lowers opponent's Accuracy one stage.,Boosts Evasion by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Flash Cannon,Steel,Special,10,80,100,The user gathers all its light energy and releases it all at once. This may also lower the target's Sp. Def stat.,,May lower opponent's Special Defense one stage.,,10,FALSE,Corkscrew Crash,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Flatter,Dark,Other,15,0,100,"Flattery is used to confuse the target. However, this also raises the target's Sp. Atk stat.",,Induces Confusion. Raises opponent's Special Attack one stage.,Boosts Special Defense by 1 stage,,TRUE,,Darkinium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Fleur Cannon,Fairy,Special,5,130,90,The user unleashes a strong beam. The attack's recoil harshly lowers the user's Sp. Atk stat.,,Lowers user's Special Attack two stages.,,100,FALSE,Twinkle Tackle,,195,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
